station_name,pollutantnotation,endtime,the_value,resolution,verification,station_local_id,concentration
Kópavogur Dalsmári,SO2,2020-08-11 13:00:00,-3.12017,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-12 09:00:00,-3.273,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 17:00:00,-2.58,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-12 04:00:00,-2.79817,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 10:00:00,-2.544,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 15:00:00,-3.30567,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-12 07:00:00,-2.52084,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-12 01:00:00,-2.95784,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-12 00:00:00,-3.129,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 21:00:00,-3.2478,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 22:00:00,-3.47367,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 18:00:00,-3.3218,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 12:00:00,-3.01233,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 20:00:00,-2.6375,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-12 06:00:00,-3.1845,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 14:00:00,-2.4178,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,SO2,2020-08-11 23:00:00,-3.04784,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 19:00:00,6.5435,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 16:00:00,9.38333,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 08:00:00,4.32117,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 05:00:00,0.251667,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 02:00:00,0.310833,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 03:00:00,0.326167,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 13:00:00,5.74517,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 09:00:00,4.21333,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 17:00:00,6.89117,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 10:00:00,4.378,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 04:00:00,0.2135,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 11:00:00,4.66984,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 15:00:00,8.45584,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 07:00:00,1.96733,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 01:00:00,0.800667,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 00:00:00,4.29784,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 21:00:00,5.7065,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 22:00:00,6.0715,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 18:00:00,6.96183,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 12:00:00,5.2545,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 20:00:00,6.82267,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-12 06:00:00,2.86817,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 14:00:00,7.3625,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NOX as NO2,2020-08-11 23:00:00,4.02467,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 19:00:00,5.13367,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 16:00:00,7.051,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 08:00:00,3.325,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 05:00:00,0.230667,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 02:00:00,0.266667,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 03:00:00,0.257,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 13:00:00,4.09317,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 09:00:00,2.25667,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 17:00:00,4.97733,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 10:00:00,3.31617,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 04:00:00,0.170167,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 11:00:00,3.3965,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 15:00:00,6.357,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 07:00:00,1.7825,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 01:00:00,0.755334,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 00:00:00,4.06467,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 21:00:00,4.59267,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 22:00:00,5.36034,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 18:00:00,5.33667,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 12:00:00,3.6445,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 20:00:00,5.3745,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-12 06:00:00,1.49033,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 14:00:00,5.32833,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO2,2020-08-11 23:00:00,3.49033,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 19:00:00,1.91,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 16:00:00,2.8335,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 08:00:00,1.49683,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 05:00:00,0.521,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 02:00:00,0.544001,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 03:00:00,0.569,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 13:00:00,2.15234,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 09:00:00,2.45633,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 17:00:00,2.41333,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 10:00:00,1.56183,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 04:00:00,0.5435,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 11:00:00,1.7735,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 15:00:00,2.6,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 07:00:00,0.684834,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 01:00:00,0.545334,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 00:00:00,0.733167,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 21:00:00,1.61333,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 22:00:00,1.21067,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 18:00:00,2.12584,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 12:00:00,2.11,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 20:00:00,1.9485,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-12 06:00:00,1.878,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 14:00:00,2.53417,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,NO,2020-08-11 23:00:00,1.03433,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 19:00:00,6.79633,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 16:00:00,6.83283,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 08:00:00,7.22884,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 05:00:00,6.83833,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 02:00:00,6.769,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 03:00:00,6.741,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 13:00:00,7.42017,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 09:00:00,7.5565,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 17:00:00,6.81184,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 10:00:00,9.09399,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 04:00:00,6.79267,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 11:00:00,12.9683,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 15:00:00,6.91617,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 07:00:00,7.05967,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 01:00:00,7.08684,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 00:00:00,7.38184,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 21:00:00,6.76534,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 22:00:00,7.49934,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 18:00:00,6.80234,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 12:00:00,8.5585,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 20:00:00,6.7615,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-12 06:00:00,6.9435,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 14:00:00,7.17433,1h,3,STA-IS0037A,µg/m3
Kópavogur Dalsmári,PM2.5,2020-08-11 23:00:00,6.95184,1h,3,STA-IS0037A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 17:00:00,1.66083,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 14:00:00,1.0215,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-12 06:00:00,1.27083,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-12 03:00:00,0.651167,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-12 00:00:00,1.29717,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-12 01:00:00,1.00117,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 11:00:00,0.614166,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-12 07:00:00,0.980801,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 15:00:00,3.1955,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-12 02:00:00,1.04883,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 13:00:00,1.14083,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-12 05:00:00,1.08833,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 23:00:00,1.27783,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 22:00:00,0.9655,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 19:00:00,1.54517,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 20:00:00,1.35533,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 16:00:00,1.66317,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 10:00:00,0.932,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 18:00:00,2.00633,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-12 04:00:00,1.046,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 12:00:00,1.09733,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,H2S,2020-08-11 21:00:00,0.943833,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 17:00:00,10.0553,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 14:00:00,2.8625,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-12 06:00:00,2.54767,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-12 03:00:00,2.93583,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-12 00:00:00,2.71617,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-12 01:00:00,2.9345,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 11:00:00,2.691,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-12 07:00:00,2.6472,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 15:00:00,8.04849,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-12 02:00:00,2.94417,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 13:00:00,2.794,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-12 05:00:00,2.408,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 23:00:00,2.83933,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 22:00:00,3.125,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 19:00:00,3.221,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 20:00:00,3.66017,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 16:00:00,15.9267,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 10:00:00,2.58967,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 18:00:00,5.399,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-12 04:00:00,2.71833,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 12:00:00,2.988,1h,3,STA-IS0048A,µg/m3
Grundartangi Melahverfi,SO2,2020-08-11 21:00:00,2.79783,1h,3,STA-IS0048A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 19:00:00,2.07214,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 16:00:00,1.98259,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 08:00:00,1.86318,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 05:00:00,1.75871,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 02:00:00,2.19901,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 03:00:00,1.99503,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 13:00:00,2.23134,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 09:00:00,1.98806,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 17:00:00,2.06717,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 10:00:00,2.18159,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 04:00:00,1.87313,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 11:00:00,2.11692,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 15:00:00,2.1791,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 07:00:00,1.87811,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 01:00:00,2.46269,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 00:00:00,2.39304,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 21:00:00,2.18408,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 22:00:00,2.19403,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 18:00:00,2.08458,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 12:00:00,2.21642,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 20:00:00,2.0597,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-12 06:00:00,1.82587,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 14:00:00,2.09702,1h,3,STA-IS0054A,µg/m3
Úlfarsárdalur Lambhaga OR,H2S,2020-08-11 23:00:00,2.18159,1h,3,STA-IS0054A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 19:00:00,0.948334,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 16:00:00,2.49166,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 08:00:00,0.0393332,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 05:00:00,0.461333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 02:00:00,0.315,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 03:00:00,0.3845,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 13:00:00,0.326334,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 09:00:00,0.183667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 17:00:00,3.16517,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 10:00:00,0.449333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 04:00:00,0.105667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 11:00:00,0.342333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 15:00:00,2.5525,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 07:00:00,0.103167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 01:00:00,0.259167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 00:00:00,0.453166,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 21:00:00,0.802834,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 22:00:00,0.571167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 18:00:00,1.1355,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 12:00:00,0.467834,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 20:00:00,0.0831667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-12 06:00:00,-0.1035,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 14:00:00,0.9015,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,H2S,2020-08-11 23:00:00,0.237667,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 19:00:00,1.88167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 16:00:00,3.68317,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 08:00:00,2.61983,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 05:00:00,1.24417,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 02:00:00,1.15133,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 03:00:00,0.9615,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 13:00:00,4.53633,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 09:00:00,3.11367,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 17:00:00,1.95617,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 10:00:00,3.90733,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 04:00:00,0.995501,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 11:00:00,4.8255,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 15:00:00,3.324,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 07:00:00,2.24217,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 01:00:00,1.34883,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 00:00:00,1.62867,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 21:00:00,1.17167,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 22:00:00,8.32333,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 18:00:00,2.02117,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 12:00:00,4.4585,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 20:00:00,1.6335,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-12 06:00:00,1.52917,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 14:00:00,2.40133,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,PM10,2020-08-11 23:00:00,11.0355,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 19:00:00,1.244,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 16:00:00,1.80517,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 08:00:00,1.56267,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 05:00:00,1.21017,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 02:00:00,1.37083,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 03:00:00,1.3125,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 13:00:00,1.68183,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 09:00:00,1.39383,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 17:00:00,1.27517,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 10:00:00,1.36433,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 04:00:00,1.91617,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 11:00:00,1.2975,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 15:00:00,2.0245,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 07:00:00,1.50983,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 01:00:00,1.4935,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 00:00:00,1.44217,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 21:00:00,0.991334,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 22:00:00,1.21483,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 18:00:00,1.3995,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 12:00:00,1.30517,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-11 20:00:00,1.8065,1h,3,STA-IS0041A,µg/m3
Grundartangi Gröf,SO2,2020-08-12 06:00:00,1.64117,1h,3,STA-IS0041A,µg/m3
