PM10,NO2,H2S,SO2,CO,datetime,ws,wd
120.0,43.7,1.7,26.7,0.6,2019-03-05 14:00:00,1.6,339.0
107.0,42.8,2.0,16.0,0.5,2019-03-05 15:00:00,1.3,343.0
88.0,45.0,2.2,6.2,0.5,2019-03-05 16:00:00,1.0,343.0
99.0,49.4,2.5,3.6,0.5,2019-03-05 17:00:00,1.3,345.0
91.0,53.1,2.7,4.9,0.6,2019-03-05 18:00:00,1.2,338.0
88.0,47.5,1.5,2.7,0.5,2019-03-05 19:00:00,1.5,357.0
96.0,55.0,2.0,3.6,0.5,2019-03-05 20:00:00,1.2,343.0
56.0,37.4,1.5,2.7,0.5,2019-03-05 21:00:00,1.3,339.0
20.0,60.1,2.2,4.0,0.8,2019-03-05 22:00:00,0.8,327.0
24.0,108.5,4.5,7.6,1.2,2019-03-05 23:00:00,0.2,206.0
57.0,69.8,2.0,3.1,0.7,2019-03-06 00:00:00,0.4,130.0
33.0,59.7,1.5,2.7,0.6,2019-03-06 01:00:00,0.6,143.0
27.0,55.7,1.7,2.7,0.5,2019-03-06 02:00:00,0.2,144.0
19.0,29.2,0.7,0.9,0.4,2019-03-06 03:00:00,0.7,133.0
6.0,19.8,1.0,0.0,0.3,2019-03-06 04:00:00,0.1,169.0
3.0,24.5,0.5,0.0,0.3,2019-03-06 05:00:00,0.2,155.0
1.0,34.0,1.5,1.3,0.4,2019-03-06 06:00:00,0.3,118.0
3.0,46.9,1.5,2.7,0.4,2019-03-06 07:00:00,0.4,134.0
4.0,67.6,2.5,5.3,0.6,2019-03-06 08:00:00,0.6,134.0
11.0,103.5,6.0,9.3,1.2,2019-03-06 09:00:00,0.4,146.0
13.0,96.2,5.7,9.3,1.0,2019-03-06 10:00:00,0.4,142.0
19.0,89.0,4.0,7.1,0.7,2019-03-06 11:00:00,0.7,52.0
23.0,52.5,1.5,5.3,0.4,2019-03-06 12:00:00,0.7,100.0
19.0,47.5,1.5,4.4,0.5,2019-03-06 13:00:00,0.7,11.0
45.0,40.3,1.5,2.7,0.5,2019-03-06 14:00:00,2.4,14.0
62.0,38.1,1.5,2.7,0.4,2019-03-06 15:00:00,2.9,12.0
48.0,42.5,1.5,3.6,0.5,2019-03-06 16:00:00,3.6,9.0
64.0,39.9,1.7,2.7,0.5,2019-03-06 17:00:00,3.8,3.0
151.0,25.5,1.5,1.8,0.5,2019-03-06 18:00:00,4.1,358.0
63.0,17.0,1.5,1.8,0.4,2019-03-06 19:00:00,3.8,2.0
27.0,10.4,1.5,1.3,0.3,2019-03-06 20:00:00,4.1,355.0
40.0,9.7,1.2,1.3,0.3,2019-03-06 21:00:00,3.7,357.0
8.0,7.2,1.2,1.3,0.3,2019-03-06 22:00:00,3.7,6.0
23.0,7.2,1.2,0.4,0.3,2019-03-06 23:00:00,3.1,12.0
7.0,1.6,1.0,2.2,0.3,2019-03-07 00:00:00,3.2,356.0
4.0,0.9,0.7,2.2,0.3,2019-03-07 01:00:00,3.0,360.0
1.0,0.9,0.7,2.7,0.3,2019-03-07 02:00:00,2.9,13.0
-1.0,0.3,1.5,0.9,0.3,2019-03-07 03:00:00,3.1,358.0
-1.0,8.5,1.5,0.4,0.3,2019-03-07 04:00:00,0.8,20.0
-1.0,15.1,1.2,0.0,0.3,2019-03-07 05:00:00,0.9,130.0
1.0,10.4,1.0,0.0,0.3,2019-03-07 06:00:00,0.8,143.0
2.0,55.0,1.7,2.2,0.4,2019-03-07 07:00:00,0.2,168.0
0.0,67.0,2.0,3.1,0.5,2019-03-07 08:00:00,0.6,165.0
3.0,100.3,3.5,5.3,0.9,2019-03-07 09:00:00,0.5,159.0
17.0,102.2,4.5,5.8,0.8,2019-03-07 10:00:00,0.5,135.0
33.0,91.5,2.7,4.0,0.6,2019-03-07 11:00:00,0.4,64.0
35.0,25.2,1.5,0.9,0.3,2019-03-07 12:00:00,2.9,83.0
15.0,13.8,1.5,0.4,0.3,2019-03-07 13:00:00,3.3,76.0
23.0,12.6,0.7,0.9,0.3,2019-03-07 14:00:00,3.4,67.0
21.0,11.3,0.7,1.3,0.3,2019-03-07 15:00:00,2.8,74.0
22.0,21.1,1.0,1.3,0.4,2019-03-07 16:00:00,2.1,75.0
26.0,42.5,1.7,2.7,0.5,2019-03-07 17:00:00,1.1,41.0
46.0,22.3,1.2,1.3,0.4,2019-03-07 18:00:00,2.5,112.0
23.0,25.2,12.9,0.9,0.4,2019-03-07 19:00:00,2.0,99.0
32.0,26.1,1.5,0.0,0.4,2019-03-07 20:00:00,1.7,101.0
30.0,16.4,3.2,1.3,0.3,2019-03-07 21:00:00,2.3,104.0
16.0,9.4,53.2,2.2,0.3,2019-03-07 22:00:00,2.7,103.0
11.0,7.5,13.4,0.9,0.3,2019-03-07 23:00:00,2.5,102.0
8.0,3.5,1.5,0.0,0.3,2019-03-08 00:00:00,2.1,92.0
5.0,8.8,1.5,0.0,0.3,2019-03-08 01:00:00,1.6,103.0
9.0,3.8,1.5,0.0,0.3,2019-03-08 02:00:00,1.9,97.0
5.0,5.7,2.5,0.0,0.3,2019-03-08 03:00:00,1.8,120.0
0.0,6.0,3.5,0.4,0.3,2019-03-08 04:00:00,1.5,97.0
-1.0,-0.9,4.2,0.0,0.3,2019-03-08 05:00:00,4.2,103.0
16.0,0.3,1.5,0.0,0.3,2019-03-08 06:00:00,3.3,96.0
1.0,4.7,1.5,0.0,0.3,2019-03-08 07:00:00,2.6,101.0
3.0,8.8,1.5,0.0,0.3,2019-03-08 08:00:00,4.1,97.0
28.0,20.1,1.5,0.0,0.3,2019-03-08 09:00:00,4.7,105.0
45.0,9.1,1.5,0.4,0.3,2019-03-08 10:00:00,5.5,97.0
186.0,12.9,1.5,0.4,0.3,2019-03-08 11:00:00,5.5,100.0
248.0,7.5,1.5,0.0,0.3,2019-03-08 12:00:00,7.7,103.0
243.0,6.6,1.5,0.4,0.3,2019-03-08 13:00:00,8.1,104.0
328.0,6.9,1.2,0.0,0.3,2019-03-08 14:00:00,7.5,102.0
197.0,9.1,3.7,0.0,0.4,2019-03-08 15:00:00,7.3,103.0
106.0,9.7,2.5,0.0,0.4,2019-03-08 16:00:00,6.6,104.0
124.0,10.1,1.0,0.0,0.5,2019-03-08 17:00:00,7.1,105.0
152.0,12.6,1.2,0.0,0.4,2019-03-08 18:00:00,7.1,103.0
79.0,6.9,1.0,0.4,0.4,2019-03-08 19:00:00,7.0,103.0
43.0,4.1,1.2,0.0,0.3,2019-03-08 20:00:00,8.0,106.0
93.0,2.8,1.0,0.0,0.3,2019-03-08 21:00:00,6.7,104.0
40.0,1.6,0.7,0.0,0.3,2019-03-08 22:00:00,7.4,103.0
102.0,1.3,0.7,0.0,0.3,2019-03-08 23:00:00,7.9,107.0
200.0,0.0,0.5,0.0,0.3,2019-03-09 00:00:00,5.8,101.0
32.0,0.0,0.7,0.0,0.3,2019-03-09 01:00:00,5.1,98.0
36.0,0.0,0.7,0.0,0.3,2019-03-09 02:00:00,4.9,100.0
23.0,-0.6,0.2,0.0,0.3,2019-03-09 03:00:00,5.4,103.0
34.0,0.0,0.2,0.0,0.3,2019-03-09 04:00:00,3.2,99.0
27.0,7.2,5.5,0.9,0.3,2019-03-09 15:00:00,5.1,114.0
20.0,10.7,4.5,0.0,0.3,2019-03-09 16:00:00,4.1,114.0
17.0,11.6,12.2,0.0,0.3,2019-03-09 17:00:00,3.6,115.0
21.0,14.5,16.4,1.8,0.3,2019-03-09 18:00:00,2.9,115.0
22.0,30.8,32.8,2.7,0.4,2019-03-09 19:00:00,1.8,122.0
54.0,28.3,54.5,2.7,0.4,2019-03-09 20:00:00,1.0,90.0
41.0,18.9,18.4,1.3,0.4,2019-03-09 21:00:00,1.1,72.0
28.0,24.5,3.0,0.4,0.4,2019-03-09 22:00:00,1.4,90.0
24.0,28.6,4.2,0.9,0.4,2019-03-09 23:00:00,1.8,116.0
49.0,17.6,31.1,2.2,0.3,2019-03-10 00:00:00,1.8,118.0
20.0,34.0,54.7,2.2,0.4,2019-03-10 01:00:00,1.6,128.0
59.0,31.4,11.7,0.9,0.3,2019-03-10 02:00:00,1.6,111.0
53.0,18.9,6.2,0.0,0.3,2019-03-10 03:00:00,1.7,124.0
21.0,41.2,25.9,2.7,0.4,2019-03-10 04:00:00,0.7,132.0
28.0,52.2,23.1,2.7,0.5,2019-03-10 05:00:00,0.2,158.0
27.0,52.8,26.4,2.7,0.4,2019-03-10 06:00:00,0.2,143.0
28.0,30.8,31.3,2.7,0.3,2019-03-10 07:00:00,0.3,192.0
6.0,39.6,26.6,2.7,0.4,2019-03-10 08:00:00,0.7,135.0
15.0,68.2,17.9,4.0,0.6,2019-03-10 09:00:00,0.2,157.0
31.0,71.4,19.2,5.3,0.6,2019-03-10 10:00:00,0.2,125.0
38.0,56.9,11.9,2.7,0.4,2019-03-10 11:00:00,0.5,141.0
35.0,44.0,6.7,4.0,0.5,2019-03-10 12:00:00,0.6,132.0
47.0,33.3,5.2,11.1,0.5,2019-03-10 13:00:00,1.2,230.0
47.0,30.8,3.2,13.3,0.5,2019-03-10 14:00:00,1.0,277.0
61.0,31.1,3.2,12.0,0.5,2019-03-10 15:00:00,1.1,329.0
56.0,25.5,2.7,5.3,0.4,2019-03-10 16:00:00,1.1,344.0
70.0,27.7,2.7,8.4,0.5,2019-03-10 17:00:00,1.1,324.0
70.0,46.5,3.0,10.7,0.6,2019-03-10 18:00:00,1.0,283.0
88.0,79.6,3.0,11.1,0.8,2019-03-10 19:00:00,0.5,228.0
117.0,90.9,4.0,7.6,0.8,2019-03-10 20:00:00,0.5,181.0
121.0,86.5,4.0,8.9,0.8,2019-03-10 21:00:00,0.7,151.0
95.0,67.0,3.0,5.3,0.6,2019-03-10 22:00:00,1.2,123.0
80.0,40.6,3.0,2.7,0.4,2019-03-10 23:00:00,2.1,126.0
36.0,27.4,6.0,2.7,0.3,2019-03-11 00:00:00,1.9,119.0
23.0,10.1,10.7,2.7,0.3,2019-03-11 01:00:00,1.9,110.0
12.0,5.3,26.1,2.7,0.3,2019-03-11 02:00:00,1.8,113.0
6.0,0.9,94.3,4.0,0.3,2019-03-11 03:00:00,2.1,99.0
3.0,0.0,97.8,4.0,0.2,2019-03-11 04:00:00,1.8,96.0
1.0,0.6,36.8,2.7,0.3,2019-03-11 05:00:00,1.6,82.0
-1.0,0.9,28.1,2.7,0.3,2019-03-11 06:00:00,2.0,72.0
1.0,1.9,7.5,2.7,0.3,2019-03-11 07:00:00,3.3,76.0
17.0,8.2,4.7,1.8,0.3,2019-03-11 08:00:00,6.4,112.0
94.0,16.4,36.3,2.7,0.3,2019-03-11 09:00:00,6.1,112.0
4.0,12.3,26.6,2.2,0.3,2019-03-11 10:00:00,6.3,112.0
3.0,12.6,25.4,2.2,0.4,2019-03-11 11:00:00,6.4,113.0
3.0,8.8,23.4,2.2,0.4,2019-03-11 12:00:00,7.0,108.0
4.0,11.0,6.5,0.9,0.5,2019-03-11 13:00:00,6.8,103.0
0.0,7.9,1.5,0.0,0.5,2019-03-11 14:00:00,6.0,98.0
0.0,7.5,1.0,0.0,0.4,2019-03-11 15:00:00,8.3,102.0
26.0,7.2,1.2,0.9,0.3,2019-03-11 16:00:00,7.0,88.0
15.0,6.6,1.5,1.8,0.3,2019-03-11 17:00:00,8.2,95.0
30.0,4.1,1.5,2.7,0.3,2019-03-11 18:00:00,10.0,97.0
61.0,2.2,1.5,0.0,0.2,2019-03-11 19:00:00,11.4,99.0
61.0,1.3,1.2,0.0,0.2,2019-03-11 20:00:00,10.7,96.0
110.0,0.0,1.5,0.9,0.2,2019-03-11 21:00:00,10.0,94.0
114.0,0.0,1.5,0.4,0.2,2019-03-11 22:00:00,7.5,86.0
39.0,0.6,0.5,0.0,0.2,2019-03-11 23:00:00,5.4,78.0
119.0,0.0,1.2,0.0,0.2,2019-03-12 00:00:00,7.8,79.0
259.0,-0.3,1.2,0.4,0.2,2019-03-12 01:00:00,7.8,82.0
204.0,-0.6,1.0,0.4,0.2,2019-03-12 02:00:00,4.6,61.0
108.0,0.0,0.7,0.0,0.3,2019-03-12 03:00:00,2.9,35.0
80.0,-1.3,0.7,0.4,0.3,2019-03-12 04:00:00,3.7,48.0
18.0,-1.6,1.0,0.0,0.3,2019-03-12 05:00:00,4.1,55.0
11.0,3.1,1.2,1.8,0.3,2019-03-12 06:00:00,3.1,49.0
10.0,6.9,1.5,3.1,0.3,2019-03-12 07:00:00,1.8,19.0
10.0,14.5,0.7,2.2,0.3,2019-03-12 08:00:00,3.1,336.0
28.0,24.8,1.2,2.7,0.4,2019-03-12 09:00:00,3.9,353.0
38.0,19.5,1.2,2.7,0.3,2019-03-12 10:00:00,5.1,9.0
37.0,20.1,1.2,1.8,0.3,2019-03-12 11:00:00,5.3,12.0
35.0,23.9,1.5,2.2,0.4,2019-03-12 12:00:00,5.0,14.0
40.0,38.4,1.5,2.7,0.5,2019-03-12 13:00:00,1.5,360.0
62.0,63.8,1.7,2.7,0.5,2019-03-12 14:00:00,1.4,353.0
104.0,51.9,1.0,1.8,0.5,2019-03-12 15:00:00,1.5,31.0
100.0,52.5,1.2,2.2,0.5,2019-03-12 16:00:00,1.4,27.0
124.0,73.9,2.2,2.7,0.6,2019-03-12 17:00:00,1.2,265.0
122.0,62.6,1.5,2.7,0.5,2019-03-12 18:00:00,1.2,4.0
113.0,64.5,1.7,3.1,0.6,2019-03-12 19:00:00,1.1,346.0
115.0,66.0,1.7,1.8,0.5,2019-03-12 20:00:00,0.2,75.0
73.0,75.5,1.7,3.6,0.6,2019-03-12 21:00:00,0.7,230.0
68.0,47.5,1.7,4.0,0.5,2019-03-12 22:00:00,2.1,241.0
21.0,35.2,1.0,2.7,0.4,2019-03-12 23:00:00,1.7,170.0
11.0,26.7,1.0,1.8,0.3,2019-03-13 00:00:00,1.1,130.0
9.0,48.4,1.2,2.7,0.4,2019-03-13 01:00:00,0.2,299.0
6.0,37.7,1.5,0.4,0.3,2019-03-13 02:00:00,0.7,191.0
7.0,13.2,0.5,0.9,0.3,2019-03-13 03:00:00,1.1,206.0
6.0,12.3,0.5,1.8,0.3,2019-03-13 04:00:00,0.6,167.0
6.0,15.1,1.0,2.2,0.3,2019-03-13 05:00:00,1.0,126.0
9.0,11.3,1.2,2.2,0.3,2019-03-13 06:00:00,1.1,126.0
5.0,22.3,1.5,0.4,0.3,2019-03-13 07:00:00,1.6,120.0
3.0,59.7,10.4,2.7,0.4,2019-03-13 08:00:00,1.6,123.0
3.0,84.3,40.0,4.0,0.5,2019-03-13 09:00:00,1.4,110.0
9.0,40.6,16.4,2.2,0.3,2019-03-13 10:00:00,2.0,87.0
14.0,28.0,11.7,2.7,0.3,2019-03-13 11:00:00,4.2,115.0
18.0,14.2,19.4,2.2,0.3,2019-03-13 12:00:00,4.8,108.0
17.0,10.4,19.7,2.2,0.3,2019-03-13 13:00:00,5.8,105.0
10.0,11.0,10.9,0.9,0.3,2019-03-13 14:00:00,6.5,109.0
6.0,12.3,23.9,0.9,0.3,2019-03-13 15:00:00,6.6,108.0
2.0,18.5,7.5,0.5,0.5,2019-03-13 16:00:00,5.2,111.0
0.0,31.1,6.7,0.9,0.6,2019-03-13 17:00:00,5.0,118.0
-1.0,27.0,20.9,1.3,0.6,2019-03-13 18:00:00,2.8,108.0
1.0,24.2,18.2,2.2,0.5,2019-03-13 19:00:00,2.3,114.0
4.0,72.3,9.0,2.7,0.7,2019-03-13 20:00:00,0.9,197.0
4.0,58.5,2.0,3.1,0.5,2019-03-13 21:00:00,1.5,134.0
3.0,56.0,2.5,0.9,0.4,2019-03-13 22:00:00,1.5,126.0
5.0,39.9,1.5,0.4,0.4,2019-03-13 23:00:00,1.3,117.0
5.0,31.4,1.2,0.4,0.4,2019-03-14 00:00:00,0.9,98.0
4.0,17.0,1.0,0.4,0.3,2019-03-14 01:00:00,0.7,98.0
2.0,22.6,1.7,0.4,0.3,2019-03-14 02:00:00,0.8,143.0
3.0,11.3,11.7,0.4,0.3,2019-03-14 03:00:00,1.0,126.0
1.0,7.9,119.2,4.4,0.3,2019-03-14 04:00:00,0.9,125.0
-4.0,34.3,50.7,2.7,0.3,2019-03-14 05:00:00,0.5,151.0
-4.0,48.4,27.6,2.7,0.3,2019-03-14 06:00:00,0.8,130.0
-1.0,50.3,17.7,2.7,0.4,2019-03-14 07:00:00,0.6,139.0
3.0,89.0,13.9,3.6,0.5,2019-03-14 08:00:00,0.8,127.0
14.0,119.2,10.7,6.2,0.8,2019-03-14 09:00:00,1.0,132.0
18.0,92.1,6.2,3.1,0.5,2019-03-14 10:00:00,1.2,133.0
16.0,78.0,4.2,2.7,0.5,2019-03-14 11:00:00,0.7,143.0
12.0,67.9,3.2,2.7,0.5,2019-03-14 12:00:00,0.9,120.0
16.0,30.8,2.0,3.1,0.4,2019-03-14 13:00:00,1.5,135.0
4.0,25.5,1.5,2.7,0.4,2019-03-14 14:00:00,2.0,140.0
3.0,52.5,4.5,4.0,0.5,2019-03-14 15:00:00,1.8,216.0
8.0,35.2,4.5,2.7,0.4,2019-03-14 16:00:00,1.9,187.0
6.0,32.4,3.2,2.7,0.4,2019-03-14 17:00:00,1.8,123.0
4.0,30.2,3.7,1.8,0.4,2019-03-14 18:00:00,1.8,109.0
0.0,29.9,4.7,1.8,0.5,2019-03-14 19:00:00,1.5,95.0
7.0,35.8,50.0,2.2,0.4,2019-03-14 20:00:00,0.7,106.0
5.0,28.3,37.6,2.7,0.4,2019-03-14 21:00:00,1.2,107.0
4.0,33.3,33.3,2.2,0.4,2019-03-14 22:00:00,1.0,111.0
9.0,78.0,16.9,4.4,0.7,2019-03-14 23:00:00,0.3,149.0
7.0,52.2,7.7,1.8,0.5,2019-03-15 00:00:00,0.8,115.0
3.0,28.0,2.0,0.0,0.3,2019-03-15 01:00:00,1.2,110.0
1.0,5.3,49.0,1.3,0.4,2019-03-15 02:00:00,2.0,111.0
-2.0,3.5,68.2,2.2,0.3,2019-03-15 03:00:00,1.7,111.0
-2.0,1.3,19.2,2.2,0.2,2019-03-15 04:00:00,1.6,114.0
-3.0,8.2,16.2,0.9,0.3,2019-03-15 05:00:00,1.6,101.0
-4.0,28.9,30.8,2.7,0.3,2019-03-15 06:00:00,0.7,106.0
4.0,73.6,20.1,2.7,0.4,2019-03-15 07:00:00,0.6,140.0
5.0,97.5,51.5,4.4,0.5,2019-03-15 08:00:00,0.5,145.0
10.0,150.9,70.9,9.3,1.0,2019-03-15 09:00:00,0.2,74.0
11.0,131.1,51.0,8.9,0.8,2019-03-15 10:00:00,0.3,122.0
6.0,84.6,30.6,4.0,0.5,2019-03-15 11:00:00,0.8,112.0
6.0,47.8,10.9,2.7,0.4,2019-03-15 12:00:00,1.2,82.0
13.0,27.7,17.4,2.7,0.4,2019-03-15 13:00:00,2.1,93.0
14.0,22.6,12.9,2.7,0.4,2019-03-15 14:00:00,2.4,91.0
27.0,17.6,4.5,2.7,0.4,2019-03-15 15:00:00,3.4,107.0
26.0,17.9,10.4,2.7,0.4,2019-03-15 16:00:00,4.4,114.0
29.0,27.7,13.2,2.7,0.4,2019-03-15 17:00:00,4.3,125.0
23.0,27.0,19.9,2.2,0.4,2019-03-15 18:00:00,4.7,123.0
8.0,23.6,6.5,2.2,0.4,2019-03-15 19:00:00,3.8,117.0
3.0,15.7,28.1,2.2,0.3,2019-03-15 20:00:00,4.0,116.0
-2.0,14.8,7.2,1.3,0.3,2019-03-15 21:00:00,3.6,118.0
-3.0,11.9,1.5,0.4,0.3,2019-03-15 22:00:00,4.5,120.0
-2.0,5.7,7.0,1.8,0.3,2019-03-15 23:00:00,4.3,114.0
3.0,3.5,10.0,1.8,0.3,2019-03-16 00:00:00,3.0,102.0
1.0,1.9,1.5,0.4,0.3,2019-03-16 01:00:00,2.2,88.0
-3.0,0.9,0.5,0.0,0.3,2019-03-16 02:00:00,2.2,84.0
-2.0,0.3,1.5,0.0,0.3,2019-03-16 03:00:00,3.5,100.0
0.0,0.0,2.2,0.0,0.2,2019-03-16 04:00:00,2.7,92.0
0.0,0.6,8.7,0.4,0.2,2019-03-16 05:00:00,3.3,103.0
1.0,0.0,2.2,0.4,0.2,2019-03-16 06:00:00,2.4,93.0
0.0,0.6,1.5,0.0,0.3,2019-03-16 07:00:00,2.5,102.0
-2.0,3.1,1.2,0.4,0.3,2019-03-16 08:00:00,2.4,99.0
1.0,20.1,1.5,0.0,0.3,2019-03-16 09:00:00,2.2,119.0
3.0,21.7,1.5,0.4,0.3,2019-03-16 10:00:00,2.2,114.0
0.0,15.7,1.5,1.8,0.3,2019-03-16 11:00:00,2.5,114.0
-1.0,9.7,1.5,2.2,0.3,2019-03-16 12:00:00,3.1,109.0
0.0,8.5,3.7,0.9,0.3,2019-03-16 13:00:00,2.9,108.0
26.0,18.9,25.6,2.7,0.4,2019-03-16 14:00:00,2.4,133.0
43.0,25.8,10.2,2.7,0.4,2019-03-16 15:00:00,1.3,179.0
76.0,44.0,6.7,2.7,0.5,2019-03-16 16:00:00,1.6,255.0
89.0,50.6,6.0,3.1,0.5,2019-03-16 17:00:00,1.6,275.0
13.0,25.2,7.0,3.1,0.4,2019-03-16 18:00:00,0.8,187.0
7.0,24.8,4.7,2.7,0.4,2019-03-16 19:00:00,1.7,124.0
7.0,56.3,6.7,2.7,0.5,2019-03-16 20:00:00,1.2,126.0
9.0,80.5,6.7,2.7,0.6,2019-03-16 21:00:00,0.8,140.0
8.0,89.3,6.0,2.7,0.6,2019-03-16 22:00:00,0.5,141.0
5.0,73.9,3.7,1.8,0.5,2019-03-16 23:00:00,0.9,146.0
3.0,69.5,4.5,1.3,0.4,2019-03-17 00:00:00,1.0,144.0
4.0,50.3,4.2,2.7,0.4,2019-03-17 01:00:00,0.9,199.0
3.0,25.5,3.0,2.7,0.3,2019-03-17 02:00:00,1.4,215.0
1.0,11.9,2.5,2.2,0.3,2019-03-17 03:00:00,1.7,216.0
1.0,24.2,1.5,2.2,0.3,2019-03-17 04:00:00,1.1,214.0
2.0,17.3,1.7,1.8,0.3,2019-03-17 05:00:00,0.8,250.0
0.0,4.7,1.2,0.0,0.3,2019-03-17 06:00:00,1.6,325.0
-1.0,4.7,0.7,0.0,0.3,2019-03-17 07:00:00,0.8,349.0
1.0,28.0,1.5,1.3,0.3,2019-03-17 08:00:00,0.7,149.0
0.0,28.6,1.5,0.4,0.3,2019-03-17 09:00:00,0.8,157.0
0.0,25.2,1.5,2.7,0.3,2019-03-17 10:00:00,1.1,149.0
1.0,20.1,1.5,2.7,0.3,2019-03-17 11:00:00,1.7,141.0
3.0,9.7,1.5,2.7,0.3,2019-03-17 12:00:00,2.3,113.0
5.0,14.8,1.5,2.7,0.3,2019-03-17 13:00:00,2.2,140.0
14.0,13.5,1.5,1.8,0.3,2019-03-17 14:00:00,2.5,141.0
19.0,13.2,2.0,2.2,0.3,2019-03-17 15:00:00,3.3,126.0
19.0,14.5,3.5,2.2,0.3,2019-03-17 16:00:00,3.3,126.0
16.0,15.1,1.7,0.4,0.3,2019-03-17 17:00:00,3.4,124.0
8.0,23.0,3.2,0.0,0.3,2019-03-17 18:00:00,3.0,122.0
10.0,25.2,2.2,0.9,0.3,2019-03-17 19:00:00,3.3,126.0
8.0,19.8,1.5,0.4,0.3,2019-03-17 20:00:00,3.3,127.0
3.0,16.7,2.5,0.0,0.3,2019-03-17 21:00:00,3.4,128.0
-2.0,14.5,1.7,0.0,0.3,2019-03-17 22:00:00,3.1,128.0
-2.0,9.1,1.5,0.0,0.3,2019-03-17 23:00:00,3.3,129.0
-1.0,2.8,1.0,0.0,0.2,2019-03-18 00:00:00,3.2,127.0
2.0,-1.6,0.7,0.0,0.3,2019-03-18 01:00:00,3.0,122.0
1.0,-1.9,1.0,0.0,0.3,2019-03-18 02:00:00,2.7,128.0
-3.0,-1.9,1.5,0.0,0.3,2019-03-18 03:00:00,2.5,126.0
-1.0,-1.9,0.7,0.0,0.2,2019-03-18 04:00:00,1.9,129.0
0.0,-1.9,0.5,0.9,0.2,2019-03-18 05:00:00,1.8,163.0
-1.0,-1.9,0.5,0.0,0.2,2019-03-18 06:00:00,2.2,168.0
1.0,-1.9,0.2,0.4,0.2,2019-03-18 07:00:00,2.7,168.0
2.0,-1.9,1.5,0.9,0.4,2019-03-18 08:00:00,2.0,178.0
4.0,-1.9,1.5,2.7,0.4,2019-03-18 09:00:00,2.2,167.0
7.0,-1.9,1.0,0.0,0.3,2019-03-18 10:00:00,2.2,170.0
2.0,-2.3,1.5,0.4,0.3,2019-03-18 20:00:00,5.4,200.0
2.0,-1.9,1.5,0.9,0.3,2019-03-18 21:00:00,5.2,200.0
6.0,-1.9,1.2,0.0,0.3,2019-03-18 22:00:00,4.3,225.0
6.0,-1.9,2.7,1.3,0.3,2019-03-18 23:00:00,1.6,231.0
5.0,-1.9,1.5,0.9,0.2,2019-03-19 00:00:00,2.6,215.0
8.0,-1.9,2.0,3.1,0.3,2019-03-19 01:00:00,2.8,210.0
14.0,-1.9,1.7,3.1,0.2,2019-03-19 02:00:00,3.0,216.0
12.0,-1.9,0.2,1.8,0.2,2019-03-19 03:00:00,3.9,209.0
8.0,-1.9,0.2,0.0,0.2,2019-03-19 04:00:00,3.8,201.0
3.0,-1.9,1.5,1.3,0.2,2019-03-19 05:00:00,3.6,216.0
17.0,-1.9,1.0,0.4,0.2,2019-03-20 02:00:00,5.2,250.0
15.0,-1.9,1.5,0.9,0.2,2019-03-20 03:00:00,5.3,246.0
14.0,-1.9,0.5,0.9,0.2,2019-03-20 04:00:00,5.2,246.0
14.0,-1.9,1.7,2.7,0.3,2019-03-20 05:00:00,5.0,226.0
16.0,-1.9,0.7,2.7,0.3,2019-03-20 06:00:00,5.5,237.0
16.0,-1.9,1.2,0.9,0.3,2019-03-20 07:00:00,3.6,244.0
17.0,-1.9,1.5,2.7,0.3,2019-03-20 08:00:00,4.3,254.0
24.0,-1.9,2.0,4.0,0.4,2019-03-20 09:00:00,3.9,239.0
19.0,-1.9,1.5,2.7,0.4,2019-03-20 10:00:00,5.0,255.0
12.0,-1.9,0.0,-0.4,0.6,2019-03-20 16:00:00,5.5,264.0
18.0,-1.9,0.0,-0.4,0.6,2019-03-20 17:00:00,5.7,268.0
27.0,-1.9,-0.2,-0.9,0.5,2019-03-20 18:00:00,5.2,271.0
57.0,-1.9,-0.5,-2.7,0.4,2019-03-20 19:00:00,5.8,271.0
50.0,-1.9,-1.0,-2.7,0.4,2019-03-20 20:00:00,5.5,255.0
23.0,-1.9,-1.2,-2.7,0.3,2019-03-20 21:00:00,4.9,268.0
20.0,-1.9,-1.5,-2.7,0.3,2019-03-20 22:00:00,5.6,262.0
16.0,-1.9,-1.5,-2.7,0.3,2019-03-20 23:00:00,5.8,265.0
15.0,-2.2,-1.5,-2.7,0.3,2019-03-21 00:00:00,5.8,272.0
16.0,-1.9,-1.5,-2.7,0.3,2019-03-21 01:00:00,5.0,273.0
11.0,-1.9,-1.5,-2.7,0.3,2019-03-21 02:00:00,4.2,275.0
9.0,-1.9,-1.5,-2.7,0.3,2019-03-21 03:00:00,3.3,274.0
10.0,-1.9,-1.5,-2.7,0.3,2019-03-21 04:00:00,3.3,268.0
8.0,-1.9,0.0,-0.5,0.5,2019-03-21 08:00:00,2.0,185.0
12.0,-1.9,0.0,-0.9,0.5,2019-03-21 09:00:00,2.7,196.0
7.0,-1.9,0.0,-0.9,0.4,2019-03-21 10:00:00,3.1,206.0
24.0,-1.9,-0.7,0.0,0.4,2019-03-23 08:00:00,0.8,156.0
18.0,-1.9,-1.2,-2.7,0.3,2019-03-23 09:00:00,2.4,114.0
26.0,-1.9,-0.2,-2.7,0.3,2019-03-23 10:00:00,2.9,117.0
