PM10,NO2,H2S,SO2,CO,datetime,ws,wd
25.0,161.6,7.5,10.7,1.0,2020-01-17 16:00:00,0.6,209.0
20.0,160.4,6.5,9.8,1.0,2020-01-17 17:00:00,0.4,272.0
22.0,153.5,6.7,8.4,0.8,2020-01-17 18:00:00,0.3,269.0
21.0,153.1,7.0,8.9,1.1,2020-01-17 19:00:00,0.5,239.0
15.0,117.6,4.2,7.1,0.6,2020-01-17 20:00:00,0.8,200.0
14.0,112.3,4.2,6.2,0.6,2020-01-17 21:00:00,0.5,190.0
11.0,107.9,4.2,5.8,0.5,2020-01-17 22:00:00,0.6,151.0
10.0,98.1,4.2,6.7,0.5,2020-01-17 23:00:00,0.7,216.0
8.0,94.0,3.7,5.3,0.6,2020-01-18 00:00:00,0.7,184.0
8.0,73.6,4.2,5.3,0.4,2020-01-18 01:00:00,0.8,222.0
7.0,84.6,7.5,5.3,0.4,2020-01-18 02:00:00,0.2,136.0
6.0,50.0,8.7,5.3,0.2,2020-01-18 03:00:00,0.6,138.0
5.0,61.6,7.7,4.9,0.4,2020-01-18 04:00:00,0.7,135.0
4.0,51.6,4.0,5.3,0.3,2020-01-18 05:00:00,0.6,207.0
3.0,46.9,3.2,4.9,0.3,2020-01-18 06:00:00,0.5,125.0
6.0,52.5,5.0,4.4,0.2,2020-01-18 07:00:00,0.4,133.0
11.0,72.3,5.7,4.9,0.2,2020-01-18 08:00:00,0.3,124.0
13.0,93.1,5.5,5.3,0.4,2020-01-18 09:00:00,0.1,74.0
22.0,106.3,5.0,6.2,0.5,2020-01-18 10:00:00,0.1,163.0
25.0,131.4,6.7,8.4,0.7,2020-01-18 11:00:00,0.3,128.0
22.0,117.3,7.2,8.0,0.6,2020-01-18 12:00:00,1.1,125.0
11.0,101.6,7.2,6.7,0.4,2020-01-18 13:00:00,1.2,121.0
9.0,68.9,11.2,5.3,0.3,2020-01-18 14:00:00,1.1,102.0
12.0,79.6,39.6,5.8,0.3,2020-01-18 15:00:00,1.5,107.0
10.0,45.6,46.0,5.3,0.2,2020-01-18 16:00:00,2.0,97.0
7.0,43.4,33.6,5.3,0.2,2020-01-18 17:00:00,1.8,99.0
5.0,29.6,34.1,5.3,0.2,2020-01-18 18:00:00,2.1,101.0
5.0,19.8,19.7,4.4,0.2,2020-01-18 19:00:00,2.6,100.0
3.0,18.2,5.5,3.6,0.1,2020-01-18 20:00:00,3.3,117.0
1.0,7.9,9.2,4.4,0.1,2020-01-18 21:00:00,4.0,114.0
2.0,5.0,3.5,4.4,0.1,2020-01-18 22:00:00,5.8,131.0
4.0,4.4,3.0,3.6,0.1,2020-01-18 23:00:00,6.5,135.0
6.0,2.8,3.0,4.4,0.1,2020-01-19 00:00:00,6.9,142.0
5.0,2.2,3.0,4.0,0.1,2020-01-19 01:00:00,7.6,140.0
3.0,1.9,3.0,3.6,0.1,2020-01-19 02:00:00,8.5,145.0
3.0,1.9,3.0,4.0,0.1,2020-01-19 03:00:00,7.7,146.0
4.0,0.6,2.7,4.0,0.1,2020-01-19 04:00:00,6.0,158.0
7.0,0.0,3.0,4.0,0.1,2020-01-19 05:00:00,7.2,154.0
11.0,0.3,3.0,4.9,0.1,2020-01-19 06:00:00,7.1,174.0
12.0,0.3,3.0,4.4,0.1,2020-01-19 07:00:00,7.1,188.0
20.0,1.6,2.5,4.0,0.1,2020-01-19 08:00:00,7.0,192.0
27.0,2.2,3.0,4.4,0.1,2020-01-19 09:00:00,7.3,198.0
25.0,3.1,3.0,4.0,0.1,2020-01-19 10:00:00,7.1,206.0
38.0,4.4,3.0,5.3,0.1,2020-01-19 11:00:00,6.9,207.0
43.0,6.3,3.0,5.3,0.1,2020-01-19 12:00:00,7.7,205.0
28.0,9.1,3.0,4.4,0.1,2020-01-19 13:00:00,7.8,212.0
32.0,12.9,3.0,4.9,0.1,2020-01-19 14:00:00,6.3,214.0
32.0,13.2,3.0,5.3,0.1,2020-01-19 15:00:00,6.4,217.0
28.0,17.6,3.0,4.9,0.2,2020-01-19 16:00:00,6.0,217.0
27.0,18.2,3.0,5.3,0.2,2020-01-19 17:00:00,5.6,216.0
23.0,15.1,3.0,7.1,0.3,2020-01-19 18:00:00,5.4,219.0
25.0,12.9,4.7,6.2,0.2,2020-01-19 20:00:00,4.6,230.0
28.0,11.3,3.7,6.7,0.2,2020-01-19 21:00:00,4.2,229.0
19.0,10.4,3.0,5.8,0.2,2020-01-19 22:00:00,4.2,214.0
25.0,8.2,3.0,5.3,0.1,2020-01-19 23:00:00,3.8,219.0
22.0,8.5,3.5,5.3,0.2,2020-01-20 00:00:00,2.5,224.0
16.0,6.9,4.7,5.8,0.2,2020-01-20 01:00:00,1.8,215.0
13.0,3.1,4.2,5.3,0.1,2020-01-20 02:00:00,2.2,186.0
10.0,0.9,3.0,5.8,0.1,2020-01-20 03:00:00,4.2,207.0
9.0,0.6,3.0,5.3,0.1,2020-01-20 04:00:00,4.3,216.0
11.0,0.9,3.5,4.9,0.1,2020-01-20 05:00:00,3.4,241.0
13.0,1.9,3.0,4.4,0.1,2020-01-20 06:00:00,4.4,251.0
15.0,6.6,2.5,4.4,0.1,2020-01-20 07:00:00,4.4,240.0
20.0,18.6,3.0,5.3,0.1,2020-01-20 08:00:00,4.8,249.0
19.0,29.9,3.0,5.3,0.2,2020-01-20 09:00:00,4.9,245.0
14.0,23.0,3.2,5.3,0.2,2020-01-20 10:00:00,4.9,245.0
13.0,22.3,3.0,5.3,0.2,2020-01-20 11:00:00,5.4,250.0
21.0,23.6,3.0,4.9,0.2,2020-01-20 12:00:00,5.2,261.0
19.0,22.0,3.0,5.3,0.2,2020-01-20 13:00:00,6.3,256.0
18.0,26.7,3.0,5.3,0.2,2020-01-20 14:00:00,5.2,260.0
22.0,25.5,3.0,5.3,0.2,2020-01-20 15:00:00,6.1,261.0
26.0,29.2,3.0,5.3,0.2,2020-01-20 16:00:00,5.9,258.0
25.0,29.9,3.0,5.3,0.2,2020-01-20 17:00:00,6.0,264.0
24.0,32.7,3.0,5.3,0.3,2020-01-20 18:00:00,4.7,262.0
18.0,23.6,3.0,5.3,0.2,2020-01-20 19:00:00,4.7,255.0
12.0,11.9,3.0,5.3,0.2,2020-01-20 20:00:00,5.1,262.0
13.0,0.3,3.5,4.4,0.1,2020-01-21 04:00:00,3.1,233.0
10.0,1.9,2.5,4.4,0.1,2020-01-21 05:00:00,3.8,247.0
6.0,3.8,2.7,3.6,0.1,2020-01-21 06:00:00,2.3,238.0
7.0,14.8,3.0,4.9,0.2,2020-01-21 07:00:00,2.0,218.0
11.0,52.8,3.0,5.3,0.3,2020-01-21 08:00:00,1.2,194.0
15.0,79.2,5.5,5.3,0.4,2020-01-21 09:00:00,1.0,166.0
13.0,85.5,8.7,5.3,0.3,2020-01-21 10:00:00,1.0,142.0
12.0,83.3,5.2,5.3,0.3,2020-01-21 11:00:00,1.0,118.0
11.0,91.8,4.0,5.3,0.3,2020-01-21 12:00:00,1.3,128.0
9.0,74.8,3.0,4.9,0.3,2020-01-21 13:00:00,1.2,115.0
7.0,72.0,3.0,5.3,0.3,2020-01-21 14:00:00,1.4,103.0
10.0,61.9,3.0,5.3,0.3,2020-01-21 15:00:00,1.6,105.0
7.0,74.2,3.0,5.3,0.3,2020-01-21 16:00:00,1.9,115.0
8.0,66.0,3.0,4.9,0.3,2020-01-21 17:00:00,2.8,126.0
9.0,59.4,4.0,4.4,0.2,2020-01-21 18:00:00,2.9,128.0
4.0,33.6,3.0,5.3,0.2,2020-01-21 19:00:00,3.2,128.0
1.0,25.8,2.7,4.0,0.1,2020-01-21 20:00:00,3.3,130.0
9.0,23.9,2.7,4.9,0.1,2020-01-21 21:00:00,3.3,128.0
10.0,16.7,3.0,3.1,0.1,2020-01-21 22:00:00,3.6,128.0
7.0,12.3,3.0,4.9,0.1,2020-01-21 23:00:00,3.6,130.0
3.0,8.2,3.0,4.4,0.1,2020-01-22 00:00:00,3.3,130.0
1.0,1.6,2.7,4.4,0.1,2020-01-22 01:00:00,4.5,147.0
2.0,0.3,2.5,4.9,0.1,2020-01-22 02:00:00,4.2,163.0
3.0,0.0,2.5,3.1,0.1,2020-01-22 03:00:00,4.2,178.0
5.0,0.0,2.5,3.6,0.1,2020-01-22 04:00:00,5.0,166.0
3.0,0.0,2.7,3.6,0.1,2020-01-22 05:00:00,5.1,166.0
1.0,0.9,2.5,4.4,0.1,2020-01-22 06:00:00,4.7,175.0
1.0,1.9,3.0,5.3,0.1,2020-01-22 07:00:00,5.8,183.0
3.0,10.1,2.7,4.0,0.1,2020-01-22 08:00:00,6.4,191.0
6.0,17.3,3.0,5.3,0.1,2020-01-22 09:00:00,6.6,198.0
10.0,14.5,3.0,5.3,0.1,2020-01-22 10:00:00,6.9,202.0
11.0,11.9,3.0,4.9,0.1,2020-01-22 11:00:00,8.0,207.0
10.0,16.7,3.5,5.8,0.2,2020-01-22 12:00:00,6.6,221.0
14.0,28.0,4.2,5.3,0.2,2020-01-22 13:00:00,4.6,235.0
17.0,32.1,5.5,5.8,0.3,2020-01-22 14:00:00,4.2,231.0
14.0,36.2,5.0,5.3,0.3,2020-01-22 15:00:00,4.1,235.0
15.0,49.4,5.2,5.8,0.3,2020-01-22 16:00:00,3.1,238.0
16.0,53.5,4.5,6.7,0.4,2020-01-22 17:00:00,3.4,210.0
13.0,36.5,3.7,7.1,0.3,2020-01-22 18:00:00,4.5,220.0
12.0,27.4,4.7,8.9,0.4,2020-01-22 19:00:00,4.5,224.0
17.0,15.1,3.0,5.3,0.2,2020-01-22 20:00:00,5.0,245.0
18.0,11.0,3.2,5.3,0.1,2020-01-22 21:00:00,5.2,243.0
15.0,9.1,3.0,5.3,0.1,2020-01-22 22:00:00,4.9,243.0
14.0,8.5,4.0,5.8,0.2,2020-01-22 23:00:00,4.8,241.0
11.0,4.4,3.5,5.8,0.1,2020-01-23 00:00:00,5.4,239.0
10.0,1.9,2.7,5.3,0.1,2020-01-23 01:00:00,6.0,240.0
11.0,0.3,3.0,5.3,0.1,2020-01-23 02:00:00,7.3,254.0
9.0,0.0,2.5,3.6,0.1,2020-01-23 03:00:00,6.6,249.0
10.0,0.0,3.2,4.9,0.1,2020-01-23 04:00:00,5.9,245.0
12.0,0.6,3.0,3.6,0.1,2020-01-23 05:00:00,6.0,255.0
11.0,0.6,3.0,4.9,0.1,2020-01-23 06:00:00,7.1,271.0
11.0,2.5,2.7,4.4,0.1,2020-01-23 07:00:00,8.0,268.0
11.0,8.5,3.0,4.9,0.1,2020-01-23 08:00:00,7.0,271.0
18.0,11.9,3.0,5.3,0.1,2020-01-23 09:00:00,7.3,272.0
15.0,11.0,3.0,4.4,0.1,2020-01-23 10:00:00,6.9,276.0
21.0,14.5,3.0,5.3,0.1,2020-01-23 11:00:00,6.1,265.0
15.0,12.3,3.0,4.9,0.1,2020-01-23 12:00:00,6.8,274.0
11.0,15.7,3.0,5.3,0.2,2020-01-23 13:00:00,6.9,265.0
17.0,15.7,3.0,5.3,0.1,2020-01-23 14:00:00,6.7,272.0
0.0,19.8,3.0,5.3,0.2,2020-01-23 15:00:00,6.7,268.0
0.0,19.5,3.0,5.3,0.2,2020-01-23 16:00:00,6.5,271.0
0.0,25.5,3.0,5.3,0.2,2020-01-23 17:00:00,6.7,272.0
21.0,4.1,2.7,4.4,0.1,2020-01-23 23:00:00,6.7,274.0
21.0,2.5,2.5,4.9,0.1,2020-01-24 00:00:00,5.6,280.0
23.0,1.9,2.5,4.0,0.1,2020-01-24 01:00:00,4.9,284.0
22.0,1.6,3.0,4.4,0.1,2020-01-24 02:00:00,4.9,279.0
17.0,0.0,3.0,4.0,0.1,2020-01-24 03:00:00,4.2,280.0
14.0,0.6,3.0,3.6,0.1,2020-01-24 04:00:00,5.1,277.0
24.0,0.9,3.0,4.0,0.1,2020-01-24 05:00:00,4.5,274.0
18.0,1.9,3.0,4.9,0.1,2020-01-24 06:00:00,4.1,276.0
14.0,6.6,3.0,4.4,0.1,2020-01-24 07:00:00,3.7,273.0
16.0,32.1,3.0,5.3,0.2,2020-01-24 08:00:00,2.8,270.0
28.0,82.1,4.0,6.2,0.4,2020-01-24 09:00:00,1.0,253.0
28.0,88.4,4.0,5.3,0.4,2020-01-24 10:00:00,1.0,158.0
18.0,56.3,4.2,5.3,0.2,2020-01-24 11:00:00,1.5,183.0
18.0,71.1,4.7,4.9,0.3,2020-01-24 12:00:00,1.3,159.0
20.0,96.9,4.5,5.3,0.4,2020-01-24 13:00:00,1.0,130.0
11.0,62.6,4.2,5.3,0.3,2020-01-24 14:00:00,1.8,105.0
11.0,46.9,6.5,5.3,0.2,2020-01-24 15:00:00,2.5,110.0
9.0,42.5,16.2,4.9,0.2,2020-01-24 16:00:00,1.8,70.0
8.0,33.3,15.9,4.9,0.2,2020-01-24 17:00:00,2.3,83.0
8.0,22.0,9.0,4.0,0.2,2020-01-24 18:00:00,2.9,92.0
7.0,16.0,3.0,4.0,0.2,2020-01-24 19:00:00,3.0,93.0
6.0,8.2,3.0,3.6,0.1,2020-01-24 20:00:00,3.7,90.0
6.0,4.7,3.0,4.4,0.1,2020-01-24 21:00:00,4.2,87.0
5.0,4.4,3.0,4.4,0.1,2020-01-24 22:00:00,4.6,71.0
1.0,2.5,3.0,4.9,0.1,2020-01-24 23:00:00,4.1,73.0
-2.0,1.6,3.0,4.4,0.1,2020-01-25 00:00:00,5.4,69.0
-1.0,0.6,3.0,3.6,0.1,2020-01-25 01:00:00,5.4,73.0
0.0,0.0,3.0,4.4,0.1,2020-01-25 02:00:00,6.3,86.0
1.0,0.0,3.0,4.0,0.1,2020-01-25 03:00:00,7.2,95.0
0.0,0.0,3.0,3.6,0.1,2020-01-25 04:00:00,7.5,98.0
5.0,8.2,12.9,4.9,0.1,2020-01-25 13:00:00,7.6,117.0
3.0,24.8,14.2,5.3,0.1,2020-01-25 14:00:00,5.2,129.0
6.0,33.0,3.2,5.3,0.2,2020-01-25 15:00:00,1.9,155.0
15.0,20.4,3.0,5.3,0.1,2020-01-25 16:00:00,2.9,183.0
12.0,23.9,3.0,4.9,0.2,2020-01-25 17:00:00,2.7,187.0
8.0,21.4,3.0,4.9,0.1,2020-01-25 18:00:00,2.7,176.0
12.0,32.1,3.0,5.3,0.2,2020-01-25 19:00:00,2.2,142.0
21.0,75.8,3.0,4.4,0.3,2020-01-25 20:00:00,1.3,131.0
18.0,62.6,3.0,4.9,0.2,2020-01-25 21:00:00,1.7,129.0
12.0,32.4,3.5,4.4,0.2,2020-01-25 22:00:00,1.4,110.0
9.0,21.1,12.9,5.3,0.2,2020-01-25 23:00:00,1.4,133.0
7.0,17.3,22.1,4.9,0.2,2020-01-26 00:00:00,1.1,96.0
4.0,17.0,10.4,5.3,0.1,2020-01-26 01:00:00,1.1,41.0
4.0,6.3,3.0,4.9,0.1,2020-01-26 02:00:00,1.7,72.0
4.0,5.3,3.0,5.3,0.1,2020-01-26 03:00:00,3.1,83.0
0.0,2.2,2.7,4.9,0.1,2020-01-26 04:00:00,3.4,66.0
1.0,1.6,3.0,4.4,0.1,2020-01-26 05:00:00,2.8,75.0
2.0,0.9,3.0,4.9,0.1,2020-01-26 06:00:00,4.2,78.0
-3.0,1.6,3.0,4.9,0.1,2020-01-26 07:00:00,3.4,74.0
-4.0,2.2,3.0,4.9,0.1,2020-01-26 08:00:00,2.9,79.0
-3.0,3.5,3.0,4.9,0.1,2020-01-26 09:00:00,2.3,79.0
-5.0,6.9,3.0,5.3,0.1,2020-01-26 10:00:00,2.0,68.0
-5.0,7.2,3.0,4.4,0.1,2020-01-26 11:00:00,2.0,67.0
-2.0,20.1,3.0,4.9,0.2,2020-01-26 12:00:00,1.3,53.0
-2.0,11.3,3.0,4.9,0.1,2020-01-26 13:00:00,3.3,88.0
0.0,6.9,3.5,5.3,0.1,2020-01-26 14:00:00,4.4,98.0
0.0,8.8,3.0,5.3,0.1,2020-01-26 15:00:00,3.3,68.0
-2.0,8.5,3.2,4.9,0.1,2020-01-26 16:00:00,3.7,92.0
0.0,10.4,8.7,4.9,0.1,2020-01-26 17:00:00,3.1,94.0
2.0,26.4,5.0,4.9,0.2,2020-01-26 18:00:00,2.1,154.0
5.0,14.2,3.0,4.4,0.1,2020-01-26 19:00:00,4.4,197.0
6.0,12.3,3.0,5.3,0.1,2020-01-26 20:00:00,4.9,204.0
11.0,8.2,3.0,7.1,0.1,2020-01-26 21:00:00,3.4,190.0
13.0,5.3,3.0,5.3,0.1,2020-01-26 22:00:00,3.4,181.0
11.0,6.0,3.0,4.9,0.1,2020-01-26 23:00:00,2.9,153.0
8.0,6.9,3.0,5.3,0.1,2020-01-27 00:00:00,1.6,129.0
8.0,7.9,7.5,5.3,0.1,2020-01-27 01:00:00,1.7,97.0
4.0,2.2,8.0,4.9,0.1,2020-01-27 02:00:00,4.2,121.0
5.0,0.3,9.5,4.9,0.1,2020-01-27 03:00:00,3.7,104.0
6.0,0.0,7.0,4.9,0.1,2020-01-27 04:00:00,2.9,93.0
2.0,0.9,3.0,4.4,0.1,2020-01-27 05:00:00,3.2,105.0
2.0,1.3,3.0,4.4,0.1,2020-01-27 06:00:00,2.6,103.0
2.0,3.1,3.0,4.0,0.1,2020-01-27 07:00:00,2.8,79.0
3.0,8.8,3.0,4.9,0.1,2020-01-27 08:00:00,3.3,89.0
2.0,15.1,3.0,4.9,0.1,2020-01-27 09:00:00,3.5,83.0
0.0,15.7,3.0,5.3,0.1,2020-01-27 10:00:00,2.3,89.0
2.0,18.6,3.0,4.9,0.1,2020-01-27 11:00:00,2.9,98.0
1.0,12.3,3.0,4.4,0.1,2020-01-27 12:00:00,4.2,97.0
3.0,17.6,4.7,5.3,0.2,2020-01-27 13:00:00,3.4,104.0
3.0,28.6,25.6,5.3,0.1,2020-01-27 14:00:00,2.6,111.0
3.0,29.2,3.5,4.9,0.1,2020-01-27 15:00:00,3.4,145.0
3.0,22.6,12.7,4.9,0.2,2020-01-27 16:00:00,3.6,107.0
4.0,15.7,15.7,5.3,0.2,2020-01-27 17:00:00,5.1,108.0
7.0,15.4,20.9,5.3,0.1,2020-01-27 18:00:00,5.3,112.0
4.0,20.8,10.9,5.3,0.2,2020-01-27 19:00:00,4.0,117.0
2.0,21.7,3.2,4.9,0.1,2020-01-27 20:00:00,3.9,126.0
2.0,13.2,5.2,4.9,0.1,2020-01-27 21:00:00,4.6,126.0
1.0,11.0,7.0,5.3,0.1,2020-01-27 22:00:00,4.8,127.0
2.0,5.3,14.9,5.3,0.1,2020-01-27 23:00:00,6.3,122.0
4.0,3.8,21.4,4.4,0.1,2020-01-28 00:00:00,3.7,110.0
3.0,1.9,30.3,5.3,0.1,2020-01-28 01:00:00,3.4,99.0
1.0,0.9,24.9,5.3,0.1,2020-01-28 02:00:00,4.0,111.0
0.0,0.6,27.9,4.4,0.1,2020-01-28 03:00:00,4.6,114.0
1.0,1.6,38.8,5.3,0.1,2020-01-28 04:00:00,4.7,112.0
0.0,4.7,17.2,4.0,0.1,2020-01-28 05:00:00,4.6,127.0
2.0,2.8,7.5,4.4,0.1,2020-01-28 06:00:00,4.8,112.0
1.0,4.1,9.2,3.6,0.1,2020-01-28 07:00:00,3.8,98.0
0.0,18.2,12.9,4.9,0.1,2020-01-28 08:00:00,3.8,107.0
2.0,28.6,14.7,5.3,0.1,2020-01-28 09:00:00,2.6,88.0
1.0,26.4,7.2,4.9,0.1,2020-01-28 10:00:00,2.5,95.0
4.0,38.7,11.7,5.3,0.2,2020-01-28 11:00:00,1.9,106.0
4.0,45.9,3.2,4.9,0.2,2020-01-28 12:00:00,2.1,118.0
6.0,49.4,12.7,4.9,0.2,2020-01-28 13:00:00,2.6,128.0
10.0,49.1,46.0,5.8,0.2,2020-01-28 14:00:00,1.8,119.0
12.0,78.3,33.3,6.2,0.4,2020-01-28 15:00:00,1.7,122.0
10.0,71.1,18.7,5.3,0.3,2020-01-28 16:00:00,2.3,132.0
7.0,88.1,11.7,5.8,0.4,2020-01-28 17:00:00,1.7,125.0
13.0,106.3,29.1,7.1,0.5,2020-01-28 18:00:00,1.0,132.0
10.0,92.8,16.9,5.3,0.4,2020-01-28 19:00:00,1.0,147.0
6.0,112.9,14.4,7.1,0.5,2020-01-28 20:00:00,0.5,134.0
7.0,93.1,16.7,7.1,0.4,2020-01-28 21:00:00,1.2,120.0
6.0,71.4,22.9,4.9,0.3,2020-01-28 22:00:00,0.9,135.0
4.0,92.1,47.0,6.2,0.5,2020-01-28 23:00:00,0.7,121.0
4.0,67.0,49.3,5.3,0.3,2020-01-29 00:00:00,0.7,128.0
4.0,57.5,85.8,6.2,0.2,2020-01-29 01:00:00,0.8,127.0
2.0,56.6,89.6,6.7,0.2,2020-01-29 02:00:00,0.0,85.0
2.0,26.1,62.2,5.3,0.1,2020-01-29 03:00:00,1.0,106.0
2.0,17.6,19.9,5.3,0.1,2020-01-29 04:00:00,0.2,114.0
2.0,25.5,20.1,5.3,0.1,2020-01-29 05:00:00,0.3,157.0
4.0,23.6,48.0,5.3,0.2,2020-01-29 06:00:00,0.5,127.0
5.0,65.7,43.3,6.7,0.3,2020-01-29 07:00:00,0.4,38.0
6.0,109.4,76.6,8.4,0.5,2020-01-29 08:00:00,1.1,128.0
18.0,193.1,104.5,16.4,1.2,2020-01-29 09:00:00,0.8,120.0
14.0,170.8,82.8,13.8,0.9,2020-01-29 10:00:00,0.7,112.0
10.0,125.5,35.8,7.6,0.4,2020-01-29 11:00:00,1.2,130.0
11.0,91.2,22.6,5.3,0.3,2020-01-29 12:00:00,1.6,126.0
17.0,94.7,18.9,5.8,0.3,2020-01-29 13:00:00,1.3,131.0
10.0,30.5,4.2,3.6,0.4,2020-01-29 14:00:00,1.0,133.0
5.0,0.0,0.0,0.0,0.3,2020-01-29 15:00:00,1.0,169.0
9.0,0.0,0.0,0.0,0.4,2020-01-29 16:00:00,0.6,160.0
11.0,25.8,2.0,2.2,0.6,2020-01-29 17:00:00,0.9,164.0
12.0,80.2,1.7,2.2,0.5,2020-01-29 18:00:00,0.7,174.0
10.0,93.1,2.5,4.0,0.6,2020-01-29 19:00:00,0.8,172.0
9.0,87.7,2.2,2.2,0.7,2020-01-29 20:00:00,0.5,173.0
5.0,69.8,1.7,1.3,0.4,2020-01-29 21:00:00,0.6,185.0
2.0,73.3,1.5,1.8,0.4,2020-01-29 22:00:00,0.2,170.0
10.0,95.3,3.5,4.9,0.8,2020-01-29 23:00:00,0.6,238.0
10.0,70.1,2.2,1.3,0.5,2020-01-30 00:00:00,0.3,191.0
6.0,44.0,2.7,0.0,0.4,2020-01-30 01:00:00,0.6,200.0
1.0,15.1,2.5,0.0,0.1,2020-01-30 02:00:00,0.6,185.0
0.0,1.3,0.5,0.0,0.1,2020-01-30 03:00:00,0.7,210.0
1.0,1.3,0.0,0.0,0.1,2020-01-30 04:00:00,0.8,227.0
0.0,35.8,0.7,0.9,0.2,2020-01-30 07:00:00,0.6,210.0
3.0,94.0,3.2,4.0,0.7,2020-01-30 08:00:00,0.8,210.0
10.0,108.8,4.2,6.2,0.9,2020-01-30 09:00:00,0.9,252.0
10.0,118.6,4.0,5.8,0.7,2020-01-30 10:00:00,0.8,192.0
19.0,135.5,6.5,7.6,0.9,2020-01-30 11:00:00,0.4,190.0
15.0,136.5,5.7,7.1,0.9,2020-01-30 12:00:00,0.4,237.0
11.0,88.7,2.2,3.1,0.6,2020-01-30 13:00:00,0.6,318.0
12.0,103.5,3.5,4.0,0.6,2020-01-30 14:00:00,0.8,181.0
10.0,76.4,2.2,3.6,0.4,2020-01-30 15:00:00,1.3,353.0
3.0,34.3,0.7,1.8,0.3,2020-01-30 16:00:00,2.9,339.0
2.0,65.1,2.0,3.1,0.5,2020-01-30 17:00:00,2.0,336.0
6.0,65.4,2.2,1.8,0.5,2020-01-30 18:00:00,1.4,331.0
12.0,116.0,4.5,5.3,1.1,2020-01-30 19:00:00,0.6,229.0
8.0,48.1,1.0,2.7,0.4,2020-01-30 20:00:00,1.2,7.0
4.0,71.7,2.0,1.8,0.5,2020-01-30 21:00:00,0.7,207.0
7.0,74.8,1.5,3.1,0.6,2020-01-30 22:00:00,0.0,283.0
9.0,59.7,1.2,0.9,0.4,2020-01-30 23:00:00,0.7,64.0
6.0,-0.6,0.0,0.4,0.1,2020-01-31 00:00:00,2.5,344.0
3.0,-1.9,0.0,0.0,0.1,2020-01-31 01:00:00,1.4,350.0
4.0,36.8,0.7,0.9,0.3,2020-01-31 08:00:00,0.6,52.0
10.0,95.9,3.7,4.4,0.7,2020-01-31 09:00:00,1.7,229.0
8.0,53.5,1.0,1.8,0.3,2020-01-31 10:00:00,1.5,347.0
5.0,20.8,0.0,0.0,0.2,2020-01-31 11:00:00,3.1,10.0
14.0,98.7,4.0,4.9,0.6,2020-01-31 12:00:00,0.3,114.0
19.0,105.7,4.2,5.8,0.8,2020-01-31 13:00:00,0.8,225.0
14.0,84.9,2.2,3.1,0.5,2020-01-31 14:00:00,1.4,214.0
13.0,95.9,3.0,4.9,0.6,2020-01-31 15:00:00,1.5,231.0
19.0,92.8,3.7,4.4,0.6,2020-01-31 16:00:00,1.5,217.0
22.0,127.0,5.7,9.8,1.1,2020-01-31 17:00:00,1.1,233.0
23.0,130.8,5.5,11.1,1.2,2020-01-31 18:00:00,1.2,235.0
11.0,119.5,4.7,9.3,1.3,2020-01-31 19:00:00,0.4,205.0
10.0,90.6,2.7,3.6,0.7,2020-01-31 20:00:00,0.8,208.0
10.0,88.4,2.2,2.7,0.7,2020-01-31 21:00:00,0.6,219.0
9.0,77.0,1.7,1.8,0.5,2020-01-31 22:00:00,0.6,217.0
7.0,67.9,1.7,1.8,0.5,2020-01-31 23:00:00,0.8,199.0
4.0,51.6,1.0,0.4,0.3,2020-02-01 00:00:00,0.6,169.0
1.0,25.2,0.0,0.0,0.2,2020-02-01 01:00:00,0.8,168.0
3.0,35.5,0.0,0.4,0.3,2020-02-01 02:00:00,0.8,146.0
2.0,30.5,0.0,0.0,0.4,2020-02-01 03:00:00,0.3,176.0
1.0,26.1,0.2,0.0,0.2,2020-02-01 04:00:00,0.6,147.0
0.0,23.0,0.0,0.0,0.2,2020-02-01 05:00:00,0.5,147.0
-1.0,8.5,0.0,0.0,0.1,2020-02-01 06:00:00,0.5,151.0
0.0,13.2,1.2,0.0,0.2,2020-02-01 07:00:00,0.6,133.0
0.0,50.6,10.0,0.4,0.5,2020-02-01 08:00:00,0.6,140.0
2.0,43.1,34.1,0.4,0.2,2020-02-01 09:00:00,1.2,126.0
1.0,39.0,54.2,1.3,0.2,2020-02-01 10:00:00,1.3,123.0
4.0,83.6,59.5,2.7,0.6,2020-02-01 11:00:00,0.7,140.0
7.0,84.0,46.8,3.6,0.5,2020-02-01 12:00:00,0.6,145.0
7.0,68.6,38.3,2.7,0.4,2020-02-01 13:00:00,0.9,130.0
5.0,67.3,27.9,2.2,0.4,2020-02-01 14:00:00,0.9,127.0
12.0,85.5,28.4,4.4,0.5,2020-02-01 15:00:00,1.1,129.0
12.0,84.3,14.9,3.1,0.5,2020-02-01 16:00:00,1.0,126.0
11.0,91.2,12.9,3.1,0.6,2020-02-01 17:00:00,0.9,141.0
11.0,89.0,13.7,2.7,0.5,2020-02-01 18:00:00,1.0,144.0
9.0,95.0,11.7,3.1,0.7,2020-02-01 19:00:00,1.0,132.0
8.0,88.1,8.7,2.2,0.6,2020-02-01 20:00:00,0.8,139.0
9.0,81.8,7.5,2.2,0.6,2020-02-01 21:00:00,0.9,139.0
7.0,72.0,7.5,0.4,0.6,2020-02-01 22:00:00,0.7,154.0
7.0,63.2,6.5,0.4,0.4,2020-02-01 23:00:00,0.9,141.0
6.0,66.0,5.7,0.4,0.4,2020-02-02 00:00:00,0.6,144.0
